yaml_file,model_name,scale,task,nc,layers,parameters,gradients,gflops,error
v8/Segment/yolov8-LeakyReLU-seg.yaml,yolov8-LeakyReLU-seg-m,m,segment,80,192,27285968,27285952,110.6,
v8/Segment/yolov8-SimAM-seg.yaml,yolov8-SimAM-seg-m,m,segment,80,194,27285968,27285952,110.6,
v8/Segment/yolov8-SimSPPF-seg.yaml,yolov8-SimSPPF-seg-m,m,segment,80,193,27285968,27285952,110.6,
v8/Segment/yolov8-seg.yaml,yolov8-seg-m,m,segment,80,192,27285968,27285952,110.6,
v8/yolov8-seg.yaml,yolov8-seg-m,m,segment,80,192,27285968,27285952,110.6,
v11/Detect/yolov11-FocalNet.yaml,yolov11-FocalNet-l,l,detect,80,422,42587972,42587956,110.7,
v7/Detect/u6/yolov7-rtdetr-u6.yaml,yolov7-rtdetr-u6-l,l,detect,80,349,39477420,39477420,110.7,
v8/Segment/yolov8-SEAttention-seg.yaml,yolov8-SEAttention-seg-m,m,segment,80,197,27327440,27327424,110.7,
v8/Segment/yolov8-SegNextAttention.yaml,yolov8-SegNextAttention-m,m,segment,2,200,27636518,27636502,110.7,
v8/Detect/yolov8-MobileOne.yaml,yolov8-MobileOne-l,l,detect,80,238,32154880,32154864,110.8,
v8/Segment/yolov8-CAConv-seg.yaml,yolov8-CAConv-seg-m,m,segment,80,240,27330872,27330856,110.8,
v8/Segment/yolov8-AIFI-seg.yaml,yolov8-AIFI-seg-m,m,segment,80,195,28967760,28967744,110.9,
v5/Detect/yolov5-CCFM.yaml,yolov5-CCFM-l,l,detect,80,271,35222080,35222064,111,
v8/Segment/yolov8-CrissCrossAttention-seg.yaml,yolov8-CrissCrossAttention-seg-m,m,segment,80,196,27701409,27701393,111,
v8/Segment/yolov8-TripletAttention-seg.yaml,yolov8-TripletAttention-seg-m,m,segment,80,246,27287768,27287752,111,
v11/Classify/yolov11-cls.yaml,yolov11-cls-x,x,classify,80,176,28458544,28458544,111.1,
v9/Detect/gelan-c-p6.yaml,gelan-c-p6,-,detect,80,487,41661456,41661440,111.2,
v11/Detect/yolov11-ConvNeXt.yaml,yolov11-ConvNeXt-l,l,detect,80,338,43518984,43518968,111.4,
v8/Segment/yolov8-BoT3-seg.yaml,yolov8-BoT3-seg-m,m,segment,80,205,28368272,28368256,111.4,
v11/Pose/yolov11-SwinTransformer-C2PSA-DAT-pose.yaml,yolov11-SwinTransformer-C2PSA-DAT-pose-s,s,pose,80,301,12266933,12266917,111.5,
v8/Segment/yolov8-DAttention-seg.yaml,yolov8-DAttention-seg-m,m,segment,2,203,28625510,28625494,111.5,
v8/Segment/yolov8-CPCA-seg.yaml,yolov8-CPCA-seg-m,m,segment,80,194,27950672,27950656,111.7,
v11/Detect/yolov11-RevCol.yaml,yolov11-RevCol-l,l,detect,80,520,44363840,44363824,111.9,
v11/Detect/yolov11-iFormer.yaml,yolov11-iFormer-l,l,detect,80,610,34149608,34149592,111.9,
11/yolo11-cls.yaml,yolo11-cls-x,x,classify,1000,176,29637064,29637064,112,
26/Classtify/yolo26-cls.yaml,yolo26-cls-x,x,classify,1000,176,29637064,29637064,112,
26/yolo26-cls.yaml,yolo26-cls-x,x,classify,1000,176,29637064,29637064,112,
v9/Detect/gelan-c-OREPAN.yaml,gelan-c-OREPAN,-,detect,80,267,35321728,35321712,112.2,
v12/Segment/yolov12-UNetv2-ShuffleAttention-seg.yaml,yolov12-UNetv2-ShuffleAttention-seg-m,m,segment,80,285,24580864,24580848,112.4,
v12/Segment/yolov12-UNetv2-seg.yaml,yolov12-UNetv2-seg-m,m,segment,80,276,24580384,24580368,112.4,
R/Classify/yoloR-cls-w6.yaml,yoloR-cls-w6,-,classify,80,146,50255440,50255440,112.4,
v11/Detect/yolov11-MSPANet.yaml,yolov11-MSPANet-l,l,detect,80,536,42025348,42025332,112.6,
v11/Detect/yolov11-WTConvNeXt.yaml,yolov11-WTConvNeXt-l,l,detect,80,476,45525480,45313496,112.6,
v11/Detect/yolov11-OrthoNet.yaml,yolov11-OrthoNet-l,l,detect,80,446,46525672,46525656,112.7,
v11/Detect/yolov11-MAFPN.yaml,yolov11-MAFPN-l,l,detect,80,435,27673088,27673072,113,
v11/Detect/yolov11-C2PSA-SENetV2-LightHGNetV2-l-CCFM.yaml,yolov11-C2PSA-SENetV2-LightHGNetV2-l-CCFM-x,x,detect,80,364,42616080,42616064,113.1,
v8/Segment/yolov8-GAMAttention-seg.yaml,yolov8-GAMAttention-seg-m,m,segment,80,200,29708048,29708032,113.1,
v11/Detect/yolov11-SPANet.yaml,yolov11-SPANet-l,l,detect,80,737,42554240,42554224,113.2,
v11/Pose/yolov11-SwinTransformer-DiT-pose.yaml,yolov11-SwinTransformer-DiT-pose-s,s,pose,80,294,14315189,14315173,113.2,
v11/Detect/yolov11-IdentityFormer.yaml,yolov11-IdentityFormer-x,x,detect,80,402,43605056,43605040,113.3,
v11/Detect/yolov11-PoolFormer.yaml,yolov11-PoolFormer-x,x,detect,80,328,43116544,43116528,113.3,
v11/Detect/yolov11-PoolFormerv2.yaml,yolov11-PoolFormerv2-x,x,detect,80,402,43605056,43605040,113.3,
v11/Detect/yolov11-ResNet_MoE.yaml,yolov11-ResNet_MoE-x,x,detect,80,272,43353704,43353688,113.3,
v11/Segment/yolov11-CCFM-seg.yaml,yolov11-CCFM-seg-m,m,segment,80,264,16692640,16692624,113.3,
v11/Detect/yolov11-RDNet.yaml,yolov11-RDNet-m,m,detect,80,323,36324656,36324640,113.6,
v11/Detect/yolov11-FaNet.yaml,yolov11-FaNet-l,l,detect,80,546,43500608,43500592,113.7,
HEYDet/OBB/HEYDet-m-obb.yaml,HEYDet-m-obb-m,m,obb,80,688,35154787,35154771,113.8,
HEYDet/Pose/HEYDet-m-pose.yaml,HEYDet-m-pose-m,m,pose,80,688,35164537,35164521,113.8,
v11/Segment/yolov11-C3k2-RepVGG-CCFM-seg.yaml,yolov11-C3k2-RepVGG-CCFM-seg-m,m,segment,80,345,16806048,16806032,113.9,
yolact/Segment/yolact-resnet50.yaml,yolact-resnet50-s,s,segment,1000,233,38326760,38326744,113.9,
v8/Segment/yolov8-D-LKAAttention-seg.yaml,yolov8-D-LKAAttention-seg-m,m,segment,2,200,31766586,31766570,114,
v5/OBB/yolov5-CCFM-obb.yaml,yolov5-CCFM-obb-l,l,obb,80,286,35776003,35775987,114.1,
v5/Pose/yolov5-CCFM-pose.yaml,yolov5-CCFM-pose-l,l,pose,80,286,35785753,35785737,114.2,
v8/OBB/yolov8-MobileOne-obb.yaml,yolov8-MobileOne-obb-l,l,obb,80,253,33003715,33003699,114.5,
v8/Pose/yolov8-MobileOne-pose.yaml,yolov8-MobileOne-pose-l,l,pose,80,253,33013465,33013449,114.5,
v11/Detect/yolov11-LSKNet.yaml,yolov11-LSKNet-x,x,detect,80,368,41832048,41832032,114.7,
v8/Segment/yolov8-seg-p6.yaml,yolov8-seg-p6-m,m,segment,80,250,46542144,46542128,114.8,
v8/yolov8-seg-p6.yaml,yolov8-seg-p6-m,m,segment,80,250,46542144,46542128,114.8,
v9/OBB/gelan-c-obb-p6.yaml,gelan-c-obb-p6,-,obb,80,507,42842388,42842372,114.9,
v9/Pose/gelan-c-pose-p6.yaml,gelan-c-pose-p6,-,pose,80,507,42855388,42855372,115,
v11/Segment/yolov11-LightHGNetV2-l-seg.yaml,yolov11-LightHGNetV2-l-seg-m,m,segment,80,269,25866232,25866216,115.1,
26/Detect/yolo26-p2.yaml,yolo26-p2-l,l,detect,80,489,25815520,25815520,115.3,
26/yolo26-p2.yaml,yolo26-p2-l,l,detect,80,489,25815520,25815520,115.3,
v12/Segment/yolov12-CCFM-seg.yaml,yolov12-CCFM-seg-m,m,segment,80,348,17318304,17318288,115.3,
v12/Segment/yolov12-ShuffleAttention-CCFM-seg.yaml,yolov12-ShuffleAttention-CCFM-seg-m,m,segment,80,357,17318592,17318576,115.3,
v11/Detect/yolov11-EfficientViT_MIT.yaml,yolov11-EfficientViT_MIT-m,m,detect,80,261,11223175,11223159,115.4,
v11/Detect/yolov11-vHeat.yaml,yolov11-vHeat-l,l,detect,80,397,45783336,45783320,115.7,
v9/OBB/gelan-c-OREPAN-obb.yaml,gelan-c-OREPAN-obb,-,obb,80,282,36170563,36170547,115.9,
v9/Pose/gelan-c-OREPAN-pose.yaml,gelan-c-OREPAN-pose,-,pose,80,282,36180313,36180297,115.9,
v11/Detect/yolov11-PolaFormer.yaml,yolov11-PolaFormer-x,x,detect,80,352,49553088,49553072,116,
v8/Detect/yolov8-SwinTransformer.yaml,yolov8-SwinTransformer-s,s,detect,80,244,13251626,13251610,116.1,
v8/Segment/yolov8-seg-p7.yaml,yolov8-seg-p7-m,m,segment,80,308,66461872,66461856,116.3,
v7/Detect/deploy/yolov7-w6.yaml,yolov7-w6,-,detect,80,272,79755984,79755968,116.5,
v7/Detect/yolov7-w6.yaml,yolov7-w6,-,detect,80,288,79761680,79761664,116.5,
v11/Detect/yolov11-EViT.yaml,yolov11-EViT-x,x,detect,80,655,42852728,42852712,116.6,
Other/PartialNet/v8/Detect/yolov8-PartialNet-M.yaml,yolov8-PartialNet-M-m,m,detect,80,519,43030648,43030632,116.9,
Master/v0_1/Detect/yolo-master-m.yaml,yolo-master-m-m,m,detect,80,486,52158648,52158632,117.2,
v5/Detect/yolov5-ShuffleAttention.yaml,yolov5-ShuffleAttention-l,l,detect,80,251,53226176,53226160,117.2,
v8/Detect/yolov8-C2f-UniRepLKNetBlock.yaml,yolov8-C2f-UniRepLKNetBlock-l,l,detect,80,564,32021328,32021312,117.2,
v8/Segment/yolov8-SPPCSPC-seg.yaml,yolov8-SPPCSPC-seg-m,m,segment,80,203,35420816,35420800,117.2,
hyper-yolo/Detect/gelan-c-hyper.yaml,gelan-c-hyper,-,detect,80,409,30188672,30188656,117.5,
v8/Segment/yolov8-Shufflenetv2-seg.yaml,yolov8-Shufflenetv2-seg-x,x,segment,80,275,19386816,19386800,117.6,
Other/FasterNet/v8/Detect/yolov8-FasterNet-M.yaml,yolov8-FasterNet-M-m,m,detect,80,276,37308048,37308032,117.7,
Other/ParCNetv2/v8/Detect/yolov8-ParCNetv2-XT.yaml,yolov8-ParCNetv2-XT-l,l,detect,80,180,29655264,29655248,117.7,
HEYDet/Detect/HEYDet-l.yaml,HEYDet-l-l,l,detect,80,1119,36354880,36354864,117.8,
v11/Detect/yolov11-COSNet.yaml,yolov11-COSNet-x,x,detect,80,464,44305088,44305072,117.8,
v11/Detect/yolov11-LAUDNet.yaml,yolov11-LAUDNet-l,l,detect,80,410,52703496,52703480,117.8,
v11/Segment/yolov11-C3k2-SAConv-seg.yaml,yolov11-C3k2-SAConv-seg-m,m,segment,80,286,24432304,24432288,117.8,
v11/Detect/yolov11-STViT-CCFM.yaml,yolov11-STViT-CCFM-x,x,detect,80,554,40849200,40845944,117.9,
v12/Pose/yolov12-EMOv2-CCFM-pose.yaml,yolov12-EMOv2-CCFM-pose-m,m,pose,80,521,9507177,9507161,118,
v7/Detect/yolov7-rtdetr.yaml,yolov7-rtdetr,-,detect,80,358,44890796,44890796,118,
v11/Detect/yolov11-EViT-CCFM.yaml,yolov11-EViT-CCFM-x,x,detect,80,926,39698304,39698288,118.2,
v11/Segment/yolov11-C3k2-WTConv-seg.yaml,yolov11-C3k2-WTConv-seg-m,m,segment,80,287,21038048,20986832,118.2,
rcs-yolo/Detect/RCS-yolo.yaml,RCS-yolo,-,detect,80,291,57629152,57629136,118.3,
v5/OBB/yolov5-ShuffleAttention-obb.yaml,yolov5-ShuffleAttention-obb-l,l,obb,80,266,54369923,54369907,118.5,
v5/Pose/yolov5-ShuffleAttention-pose.yaml,yolov5-ShuffleAttention-pose-l,l,pose,80,266,54379673,54379657,118.5,
Other/MogaNet/v8/Detect/yolov8-MogaNet-base.yaml,yolov8-MogaNet-base-m,m,detect,80,846,37897071,37897055,118.8,
v9/Detect/gelan.yaml,gelan,-,detect,80,348,31554688,31554672,119,
v12/Detect/yolov12-MAFPN.yaml,yolov12-MAFPN-l,l,detect,80,613,29490272,29490256,119.2,
v11/Detect/yolov11-TransXNet.yaml,yolov11-TransXNet-x,x,detect,80,948,44337602,44337586,119.4,
Master/v0/Detect/yolo-master-l.yaml,yolo-master-l-l,l,detect,80,608,30064876,30064860,119.5,
R/Classify/yoloR-csp-cls.yaml,yoloR-csp-cls,-,classify,80,142,41725360,41725360,119.5,
v4/Classify/yolov4-csp-cls.yaml,yolov4-csp-cls-l,l,classify,80,142,41725360,41725360,119.5,
v4/Classify/yolov4-mish-cls.yaml,yolov4-mish-cls-l,l,classify,80,142,41725360,41725360,119.5,
v11/Segment/yolov11-C3k2-WTConv-CCFM-seg.yaml,yolov11-C3k2-WTConv-CCFM-seg-l,l,segment,80,455,18467872,18390032,119.6,
v11/Detect/yolov11-RepGFPN.yaml,yolov11-RepGFPN-l,l,detect,80,393,39259904,39259888,119.8,
v4/Segment/yolov4-mish-seg.yaml,yolov4-mish-seg-m,m,segment,80,244,37316648,37316632,120,
Other/StripNet/v8/Detect/yolov8-StripNet-S.yaml,yolov8-StripNet-S-l,l,detect,80,270,37728640,37728624,120.2,
fbrt-yolo/Detect/FBRT-yolo-l.yaml,FBRT-yolo-l-l,l,detect,80,187,14944636,14944620,120.4,
v7/OBB/deploy/yolov7-obb-w6.yaml,yolov7-obb-w6,-,obb,80,292,81379284,81379268,120.5,
v7/OBB/yolov7-obb-w6.yaml,yolov7-obb-w6,-,obb,80,308,81384980,81384964,120.5,
v7/Pose/yolov7-pose-w6.yaml,yolov7-pose-w6,-,pose,80,308,81397980,81397964,120.5,
v11/Detect/yolov11-C3k2-UIB-FMDI.yaml,yolov11-C3k2-UIB-FMDI-l,l,detect,80,398,42918656,42918640,120.6,
v11/Detect/yolov11-FMDI.yaml,yolov11-FMDI-l,l,detect,80,398,42918656,42918640,120.6,
Master/v0_1/Pose/yolo-master-pose-l.yaml,yolo-master-pose-l-m,m,pose,1,501,52956324,52956308,120.7,
Master/v0_1/Pose/yolo-master-pose-m.yaml,yolo-master-pose-m-m,m,pose,1,501,52956324,52956308,120.7,
Master/v0_1/Pose/yolo-master-pose-n.yaml,yolo-master-pose-n-m,m,pose,1,501,52956324,52956308,120.7,
Master/v0_1/Pose/yolo-master-pose-x.yaml,yolo-master-pose-x-m,m,pose,1,501,52956324,52956308,120.7,
Master/v0_1/Pose/yolo-master-pose.yaml,yolo-master-pose-m,m,pose,1,501,52956324,52956308,120.7,
v7/Detect/u6/yolov7-DCNv2-u6.yaml,yolov7-DCNv2-u6-l,l,detect,80,242,37899415,37899399,120.7,
Master/v0_1/OBB/yolo-master-obb-l.yaml,yolo-master-obb-l-m,m,obb,80,501,53007483,53007467,120.9,
Master/v0_1/OBB/yolo-master-obb-m.yaml,yolo-master-obb-m-m,m,obb,80,501,53007483,53007467,120.9,
Master/v0_1/OBB/yolo-master-obb-n.yaml,yolo-master-obb-n-m,m,obb,80,501,53007483,53007467,120.9,
Master/v0_1/OBB/yolo-master-obb-s.yaml,yolo-master-obb-s-m,m,obb,80,501,53007483,53007467,120.9,
Master/v0_1/OBB/yolo-master-obb-x.yaml,yolo-master-obb-x-m,m,obb,80,501,53007483,53007467,120.9,
Master/v0_1/OBB/yolo-master-obb.yaml,yolo-master-obb-m,m,obb,80,501,53007483,53007467,120.9,
v11/Detect/yolov11-Conv2Former.yaml,yolov11-Conv2Former-x,x,detect,80,403,44716832,44716816,121.1,
v5/Detect/yolov5-rtdetr.yaml,yolov5-rtdetr-l,l,detect,80,356,53834380,53834380,121.1,
hyper-yolo/Pose/gelan-c-hyper-pose.yaml,gelan-c-hyper-pose,-,pose,80,424,31047257,31047241,121.3,
v6/Classify/yolov6-3.0-cls.yaml,yolov6-3.0-cls-m,m,classify,80,78,35411776,35411776,121.3,
v8/Detect/yolov8-C2f-DRB.yaml,yolov8-C2f-DRB-l,l,detect,80,390,32220288,32220272,121.3,
HEYDet/OBB/HEYDet-l-obb.yaml,HEYDet-l-obb-l,l,obb,80,1134,37203715,37203699,121.4,
v11/Detect/yolov11-RMT.yaml,yolov11-RMT-x,x,detect,80,423,44342368,44342352,121.4,
v12/Segment/yolov12-UNetv2-ShuffleAttention-seg.yaml,yolov12-UNetv2-ShuffleAttention-seg-l,l,segment,80,341,27356928,27356912,121.4,
v12/Segment/yolov12-UNetv2-seg.yaml,yolov12-UNetv2-seg-l,l,segment,80,332,27356448,27356432,121.4,
v5/Segment/yolov5-l-mobilenetv3s-seg.yaml,yolov5-l-mobilenetv3s-seg,-,segment,80,281,30014574,30014558,121.4,
HEYDet/Pose/HEYDet-l-pose.yaml,HEYDet-l-pose-l,l,pose,80,1134,37213465,37213449,121.5,
v12/Pose/yolov12-EMOv2-CCFM-pose.yaml,yolov12-EMOv2-CCFM-pose-l,l,pose,80,577,10363241,10363225,122.3,
X/Segment/yoloX-m-seg-p6.yaml,yoloX-m-seg-p6,-,segment,80,371,46583536,46583520,122.4,
v11/Detect/yolov11-MALA.yaml,yolov11-MALA-x,x,detect,80,394,46561960,46561944,122.7,
v11/Detect/yolov11-RAVLT.yaml,yolov11-RAVLT-x,x,detect,80,394,46561960,46561944,122.7,
v9/OBB/gelan-obb.yaml,gelan-obb,-,obb,80,363,32403523,32403507,122.7,
v9/OBB/u/yolov9-obb.yaml,yolov9-obb,-,obb,80,363,32403523,32403507,122.7,
v9/Pose/gelan-pose.yaml,gelan-pose,-,pose,80,363,32413273,32413257,122.8,
v9/Pose/u/yolov9-pose.yaml,yolov9-pose,-,pose,80,363,32413273,32413257,122.8,
Master/v0/Pose/yolo-master-pose-l.yaml,yolo-master-pose-l-l,l,pose,1,623,30862552,30862536,122.9,
Master/v0/Pose/yolo-master-pose-m.yaml,yolo-master-pose-m-l,l,pose,1,623,30862552,30862536,122.9,
Master/v0/Pose/yolo-master-pose-n.yaml,yolo-master-pose-n-l,l,pose,1,623,30862552,30862536,122.9,
Master/v0/Pose/yolo-master-pose-x.yaml,yolo-master-pose-x-l,l,pose,1,623,30862552,30862536,122.9,
Master/v0/Pose/yolo-master-pose.yaml,yolo-master-pose-l,l,pose,1,623,30862552,30862536,122.9,
v11/Detect/yolov11-RDNet.yaml,yolov11-RDNet-l,l,detect,80,393,39565360,39565344,122.9,
v5/Detect/yolov5-p34.yaml,yolov5-p34-l,l,detect,80,211,37291184,37291168,122.9,
Master/v0/OBB/yolo-master-obb-l.yaml,yolo-master-obb-l-l,l,obb,80,623,30913711,30913695,123.2,
Master/v0/OBB/yolo-master-obb-m.yaml,yolo-master-obb-m-l,l,obb,80,623,30913711,30913695,123.2,
Master/v0/OBB/yolo-master-obb-n.yaml,yolo-master-obb-n-l,l,obb,80,623,30913711,30913695,123.2,
Master/v0/OBB/yolo-master-obb-s.yaml,yolo-master-obb-s-l,l,obb,80,623,30913711,30913695,123.2,
Master/v0/OBB/yolo-master-obb-x.yaml,yolo-master-obb-x-l,l,obb,80,623,30913711,30913695,123.2,
Master/v0/OBB/yolo-master-obb.yaml,yolo-master-obb-l,l,obb,80,623,30913711,30913695,123.2,
X/Segment/yoloX-m-seg.yaml,yoloX-m-seg,-,segment,80,292,29724944,29724928,123.2,
12/yolo12-seg.yaml,yolo12-seg-m,m,segment,80,338,22456224,22456208,123.4,
v12/Segment/yolov12-seg.yaml,yolov12-seg-m,m,segment,80,338,22456224,22456208,123.4,
v8/Segment/yolov8-RepNCSPELAN.yaml,yolov8-RepNCSPELAN-l,l,segment,80,369,24965472,24965456,123.7,
fbrt-yolo/OBB/FBRT-yolo-l-obb.yaml,FBRT-yolo-l-obb-l,l,obb,80,197,15461374,15461358,123.8,
fbrt-yolo/Pose/FBRT-yolo-l-pose.yaml,FBRT-yolo-l-pose-l,l,pose,80,197,15467874,15467858,123.8,
11/yolo11-seg.yaml,yolo11-seg-m,m,segment,80,254,22420896,22420880,123.9,
v11/Segment/yolov11-C3k2-FasterBlock-seg.yaml,yolov11-C3k2-FasterBlock-seg-m,m,segment,80,254,22420896,22420880,123.9,
v11/Segment/yolov11-seg.yaml,yolov11-seg-m,m,segment,80,254,22420896,22420880,123.9,
v4/Detect/yolov4-p5.yaml,yolov4-p5-m,m,detect,80,298,49502152,49502136,123.9,
v7/Detect/u6/yolov7-u6.yaml,yolov7-u6-l,l,detect,80,247,37527568,37527552,124.2,
v7/Pose/u6/yolov7-DCNv2-pose-u6.yaml,yolov7-DCNv2-pose-u6-l,l,pose,80,257,38758000,38757984,124.4,
v11/Detect/yolov11-NextViT.yaml,yolov11-NextViT-m,m,detect,80,493,43001216,43001200,124.7,
v11/Segment/yolov11-C3k2-RepVGG-seg.yaml,yolov11-C3k2-RepVGG-seg-m,m,segment,80,335,22609568,22609552,124.7,
v11/Detect/yolov11-SMT.yaml,yolov11-SMT-x,x,detect,80,493,43500520,43500504,124.8,
v5/Detect/yolov5-hornet-backbone.yaml,yolov5-hornet-backbone-l,l,detect,80,186,52004704,52004688,124.9,
v11/Detect/yolov11-C2PSA-SENetV2-LightHGNetV2-l.yaml,yolov11-C2PSA-SENetV2-LightHGNetV2-l-x,x,detect,80,354,46476048,46476032,125.4,
v8/Detect/yolov8-C2f-REPVGGOREPA.yaml,yolov8-C2f-REPVGGOREPA-x,x,detect,80,450,157347408,157347392,125.6,
v11/Detect/yolov11-LightHGNetV2-l.yaml,yolov11-LightHGNetV2-l-x,x,detect,80,351,46851216,46851200,125.7,
v11/Detect/yolov11-DiT-C3k2-UIB-FMDI-IDetect.yaml,yolov11-DiT-C3k2-UIB-FMDI-IDetect-l,l,detect,80,408,50569904,50569888,125.8,
v11/Detect/yolov11-DiT-C3k2-UIB-FMDI.yaml,yolov11-DiT-C3k2-UIB-FMDI-l,l,detect,80,396,50564352,50564336,125.8,
v4/OBB/yolov4-obb-p5.yaml,yolov4-obb-p5-m,m,obb,80,313,50145691,50145675,126.1,
v5/Detect/yolov5-VanillaNet.yaml,yolov5-VanillaNet-x,x,detect,80,157,49708288,49708272,126.1,
12/yolo12-cls.yaml,yolo12-cls-x,x,classify,80,360,34025136,34025136,126.3,
v12/Classify/yolov12-cls.yaml,yolov12-cls-x,x,classify,80,360,34025136,34025136,126.3,
v5/OBB/yolov5-obb-p34.yaml,yolov5-obb-p34-l,l,obb,80,221,37807922,37807906,126.3,
v5/Pose/yolov5-pose-p34.yaml,yolov5-pose-p34-l,l,pose,80,221,37814422,37814406,126.3,
v8/Detect/yolov8-C2f-RetBlock.yaml,yolov8-C2f-RetBlock-l,l,detect,80,376,35423616,35423600,127,
v5/Pose/yolov5-boost-pose.yaml,yolov5-boost-pose-l,l,pose,80,301,77000228,77000212,127.2,
Other/ParCNetv2/v8/Detect/yolov8-ParCNetv2-B.yaml,yolov8-ParCNetv2-B-m,m,detect,80,164,26483056,26483040,127.3,
v11/Segment/yolov11-CCFM-seg.yaml,yolov11-CCFM-seg-l,l,segment,80,390,20030112,20030096,127.8,
v10/Detect/yolov10l.yaml,yolov10l-l,l,detect,80,365,25888688,25888672,127.9,
v10/yolov10l.yaml,yolov10l-l,l,detect,80,365,25888688,25888672,127.9,
v5/Detect/yolov5-AKConv.yaml,yolov5-AKConv-l,l,detect,80,254,49284604,49284588,127.9,
v7/OBB/u6/yolov7-obb-u6.yaml,yolov7-obb-u6-l,l,obb,80,262,38376403,38376387,127.9,
v7/Pose/u6/yolov7-pose-u6.yaml,yolov7-pose-u6-l,l,pose,80,262,38386153,38386137,127.9,
v8/Detect/yolov8-hornet-backbone.yaml,yolov8-hornet-backbone-l,l,detect,80,174,35686880,35686864,127.9,
Other/PartialNet/v8/Detect/yolov8-PartialNet-S.yaml,yolov8-PartialNet-S-l,l,detect,80,401,43005358,43005342,128.1,
v5/OBB/yolov5-hornet-backbone-obb.yaml,yolov5-hornet-backbone-obb-l,l,obb,80,201,53148451,53148435,128.8,
v5/Pose/yolov5-hornet-backbone-pose.yaml,yolov5-hornet-backbone-pose-l,l,pose,80,201,53158201,53158185,128.8,
v11/Segment/yolov11-C3k2-RepVGG-CCFM-seg.yaml,yolov11-C3k2-RepVGG-CCFM-seg-l,l,segment,80,551,20256928,20256912,129,
v11/Segment/yolov11-Haar-seg.yaml,yolov11-Haar-seg-l,l,segment,80,392,23052064,23052048,129.4,
v8/Detect/yolov8-Faster-Block-CGLU.yaml,yolov8-Faster-Block-CGLU-x,x,detect,80,300,35950212,35950196,129.4,
Other/FasterNet/v8/Detect/yolov8-FasterNet-T0.yaml,yolov8-FasterNet-T0-x,x,detect,80,202,40431380,40431364,130.5,
v5/Classify/yolov5-AIFI-cls.yaml,yolov5-AIFI-cls-x,x,classify,80,163,49875824,49875824,130.7,
rt-detr/Detect/rtdetr-resnet50.yaml,rtdetr-resnet50-l,l,detect,80,410,42925132,42925132,130.8,
rt-detr/rtdetr-resnet50.yaml,rtdetr-resnet50-l,l,detect,80,410,42925132,42925132,130.8,
v11/Segment/yolov11-C3k2-SAConv-seg.yaml,yolov11-C3k2-SAConv-seg-l,l,segment,80,444,31701184,31701168,130.8,
v7/Detect/yolov7-af-i.yaml,yolov7-af-i,-,detect,80,247,43593744,43593728,131.2,
v7/Detect/yolov7-af.yaml,yolov7-af,-,detect,80,235,43589728,43589712,131.2,
yolact/Segment/yolact-cspdarknet53.yaml,yolact-cspdarknet53-m,m,segment,1000,198,39535664,39535648,131.2,
v12/Segment/yolov12-hyper-seg.yaml,yolov12-hyper-seg-m,m,segment,80,371,25314208,25314192,131.3,
v5/Segment/yolov5-ShuffleAttention-seg.yaml,yolov5-ShuffleAttention-seg-l,l,segment,80,273,55827296,55827280,131.4,
v8/yolov8-cls-resnet101.yaml,yolov8-cls-resnet101-n,n,classify,1000,281,46405160,46405160,131.5,
v8/yolov8-cls-resnet101.yaml,yolov8-cls-resnet101-s,s,classify,1000,281,46405160,46405160,131.5,
v8/yolov8-cls-resnet101.yaml,yolov8-cls-resnet101-m,m,classify,1000,281,46405160,46405160,131.5,
v8/yolov8-cls-resnet101.yaml,yolov8-cls-resnet101-l,l,classify,1000,281,46405160,46405160,131.5,
v8/yolov8-cls-resnet101.yaml,yolov8-cls-resnet101-x,x,classify,1000,281,46405160,46405160,131.5,
v8/OBB/yolov8-hornet-backbone-obb.yaml,yolov8-hornet-backbone-obb-l,l,obb,80,189,36535715,36535699,131.6,
v11/Segment/yolov11-C3k2-WTConv-seg.yaml,yolov11-C3k2-WTConv-seg-l,l,segment,80,445,24912672,24810256,131.7,
v8/Detect/yolov8-C2f-EMBC.yaml,yolov8-C2f-EMBC-l,l,detect,80,390,52049280,52049264,131.7,
v8/Pose/yolov8-hornet-backbone-obb.yaml,yolov8-hornet-backbone-obb-l,l,pose,80,189,36545465,36545449,131.7,
v5/OBB/yolov5-AKConv-obb.yaml,yolov5-AKConv-obb-l,l,obb,80,269,50428351,50428335,131.8,
v9/Segment/gelan-m-seg.yaml,gelan-m-seg,-,segment,80,370,22317600,22317584,132.1,
Other/vHeat/v8/Detect/yolov8-vHeat-B.yaml,yolov8-vHeat-B-m,m,detect,80,302,44203360,44203344,132.2,
v12/Segment/yolov12-CCFM-seg.yaml,yolov12-CCFM-seg-l,l,segment,80,568,21600768,21600752,132.3,
v12/Segment/yolov12-ShuffleAttention-CCFM-seg.yaml,yolov12-ShuffleAttention-CCFM-seg-l,l,segment,80,577,21601056,21601040,132.3,
v7/Detect/deploy/yolov7.yaml,yolov7,-,detect,80,244,44281440,44281424,132.5,
v7/Detect/yolov7-simple.yaml,yolov7-simple,-,detect,80,245,44285456,44285440,132.5,
v7/Detect/yolov7.yaml,yolov7,-,detect,80,256,44285456,44285440,132.5,
v11/Detect/yolov11-EfficientNetV2.yaml,yolov11-EfficientNetV2-x,x,detect,80,737,50921360,50921344,132.6,
